,Número Licitação,Código UG,Nome UG,Código Modalidade Compra,Modalidade Compra,Número Processo,Objeto,Situação Licitação,Código Órgão Superior,Nome Órgão Superior,Código Órgão,Nome Órgão,Município,Data Resultado Compra,Data Abertura,total,tipo,TAG
199,22020,787700,HOSPITAL NAVAL DE BRASILIA,7,Inexigibilidade de Licitação,63060005770202014,"Objeto: Contratação da empresa INTERMEDIC TECHNOLOGY IMPORTAÇÕES EXPORTAÇÃO LTDA para fornecimento de Material Especial (Kit Barra com 02 estabilizadores), para realização de Toracoplastia, em caráter excepcional, de usuário do Sistema de Saúde da Marinha (SSM).",Publicado,52000,Ministério da Defesa,52131,Comando da Marinha,BRASILIA,28/01/2021,,21000.0,COMPRA/SERVIÇOS,1
200,22021,926584,EMPRESA EST DE ASSIS TECNICA E EXT RURAL - RO,7,Inexigibilidade de Licitação,0011486854/202002,"Objeto: Contratação de empresa especializada para prestação de serviço de  Fornecimento de Água Encanada', visando atender as necessidades da EMATER-RO na Unidade do Escritório Local de Primavera de Rondônia, pelo período de 60(sessenta) meses.",Encerrado,99900,REPUBLICA FEDERATIVA DO BRASIL,93520,ESTADO DE RONDONIA,Inválido,29/01/2021,,900.0,COMPRA/SERVIÇOS,1
201,22021,110097,SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL,7,Inexigibilidade de Licitação,00588001853202067,Objeto: Contratação  de serviço de administração de condomínio da Procuradoria Seccional da União em Umuarama/PR.,Publicado,63000,Advocacia-Geral da União,63000,Advocacia-Geral da União - Unidades com víncu,PORTO ALEGRE,11/01/2021,,32400.0,COMPRA/SERVIÇOS,1
202,22021,113216,REPRESENTACAO REGIONAL RIO DE JANEIRO - ANAC,7,Inexigibilidade de Licitação,00058000519202165,"Objeto: Inscrição dos servidores DANIELA CERVO DE TOLOZA, JULIA BEATRIZ ANDRADE DO NASCIMENTO ALVES, ISMAEL MOREIRA LOPES SOBRINHO e WALBER DE SOUZA GUIMARÃES FILHO , no evento EAD 'Relações Públicas 4.0', que se dará do 22 a 24/02/2021 .",Encerrado,39000,Ministério da Infraestrutura,62201,Agência Nacional de Aviação Civil,RIO DE JANEIRO,29/01/2021,,1890.0,COMPRA/SERVIÇOS,1
203,22021,114616,UNIDADE ESTADUAL DO IBGE EM SERGIPE,7,Inexigibilidade de Licitação,21125.239/2047,"Objeto: Contratação para prestação de serviços de remessa e entrega de malote e outros serviços postais no âmbito da UE/SE, incluindo agências nas cidades de Lagarto, Propriá, N. Sra. Das Dores, Estância e Itabaiana, além do percurso de malote para a Procuradoria Federal em Pernambuco.",Evento de Retificação Publicad,25000,Ministério da Economia,25205,Fundação Instituto Brasileiro de Geografia e ,ARACAJU,07/01/2021,,22238.86,COMPRA/SERVIÇOS,1
204,22021,114702,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA,7,Inexigibilidade de Licitação,04600004052202007,"Objeto: Contratação de docentes para facilitação de oficinas remotas sob medida do Curso para Novos Prefeitos, no período de 27/01 a 10/05/2021, na modalidade remota.",Encerrado,25000,Ministério da Economia,20202,Fundação Escola Nacional de Administração Púb,BRASILIA,15/01/2021,,11475.0,COMPRA/SERVIÇOS,1
205,22021,130024,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PB",7,Inexigibilidade de Licitação,21032.000212/2021,Objeto: Pagamento de taxas para emplacamento e licenciamento de 47 veículos da frota da SFA-PB em 2021 junto ao DETRAN-PB.,Encerrado,22000,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",CABEDELO,21/01/2021,,11590.0,COMPRA/SERVIÇOS,1
206,22021,130060,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/ES",7,Inexigibilidade de Licitação,21018005967202011,"Objeto: O presente possesso tem por objeto a contratação de empresa prestadora de serviços de Condomínio, durante 0 exercício de 2121, para atender as instalações da Unidade de Colatina, pertencente a esta SFA/ES",Publicado,22000,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",VITORIA,14/01/2021,,15000.0,COMPRA/SERVIÇOS,1
207,22021,130063,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RJ",7,Inexigibilidade de Licitação,21044004702202088,Objeto: Contratação de empresa especializada no fornecimento de água e tratamento de esgoto em proveito da SFA-RJ e suas descentralizadas.,Publicado,22000,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",RIO DE JANEIRO,05/01/2021,,7182.87,COMPRA/SERVIÇOS,1
208,22021,130072,"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SC",7,Inexigibilidade de Licitação,21050000711202100,Objeto: Taxa de Coleta de Lixo - Prefeitura de Concórdia - SC - Insc. Imob. 01.04.002.0086.001,Encerrado,22000,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",SAO JOSE,22/01/2021,,326.51,COMPRA/SERVIÇOS,1
209,22021,133080,SUPERINTENDENCIA REG.DO SUL DO PARA-SR/27-E,7,Inexigibilidade de Licitação,54000008199202186,"Objeto: Serviços de fornecimento de energia elétrica, para atender os  aparelhos elétricos  e sistema de iluminação constantes nas dependências do prédio da Superintendência Regional do Sul do Pará, por um período de 12  (doze) meses.",Revogação,22000,"Ministério da Agricultura, Pecuária e Abastec",22201,Instituto Nacional de Colonização e Reforma A,MARABA,29/01/2021,,360000.0,COMPRA/SERVIÇOS,1
210,22021,133083,UNIDADE AVANCADA DE CONCEICAO DO ARAGUAIA,7,Inexigibilidade de Licitação,54000.054756/2020,Objeto: Aquisição de serviços de PJ - Fornecimento de água encanada,Encerrado,22000,"Ministério da Agricultura, Pecuária e Abastec",22201,Instituto Nacional de Colonização e Reforma A,CONCEICAO DO ARAGUAIA,29/01/2021,,500.0,COMPRA/SERVIÇOS,1
211,22021,153079,UNIVERSIDADE FEDERAL DO PARANA,7,Inexigibilidade de Licitação,23075066997202044,Objeto: Manutenção de software - Biblioteca Central,Publicado,26000,Ministério da Educação,26241,Universidade Federal do Paraná,CURITIBA,26/01/2021,,78619.6,COMPRA/SERVIÇOS,1
212,22021,153114,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,7,Inexigibilidade de Licitação,23078533323201814,Objeto: Tarifa sobre fechamento de contratos de câmbio.,Publicado,26000,Ministério da Educação,26244,Universidade Federal do Rio Grande do Sul,PORTO ALEGRE,05/01/2021,,40000.0,COMPRA/SERVIÇOS,1
213,22021,153166,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,7,Inexigibilidade de Licitação,23083003051202159,Objeto: Pagamento de inscrição de 05(cinco) servidores em curso de capacitação.,Encerrado,26000,Ministério da Educação,26249,Universidade Federal Rural do Rio de Janeiro,SEROPEDICA,27/01/2021,,5000.0,COMPRA/SERVIÇOS,1
214,22021,154047,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,7,Inexigibilidade de Licitação,23110001754202178,Objeto: Para pagamento de taxas referentes aos registros de marcas e patentes a serem pagas no exercício 2021.,Encerrado,26000,Ministério da Educação,26278,Fundação Universidade Federal de Pelotas,PELOTAS,26/01/2021,,5000.0,COMPRA/SERVIÇOS,1
215,22021,155902,EBSERH CHC-UFPR,7,Inexigibilidade de Licitação,23759023410202013,"Objeto: Aquisição de insumos para uso da Unidade de Centro Cirúrgico, no atendimento dos pacientes internados e ambulatoriais do Complexo Hospital de Clínicas da Universidade Federal do Paraná (CHC/UFPR).",Encerrado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,CURITIBA,19/01/2021,,42991.7,COMPRA/SERVIÇOS,1
216,22021,155913,HOSPITAL UNIVERSITARIO DA UFSC,7,Inexigibilidade de Licitação,23820008146202005,Objeto: Clip.,Encerrado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,FLORIANOPOLIS,20/01/2021,,21600.0,COMPRA/SERVIÇOS,1
217,22021,158009,INST. FED. DO PARANA/ REITORIA,7,Inexigibilidade de Licitação,23409000015201575,"Objeto: Estimativa de despesa com fornecimento de água e coleta de esgoto para o IFPR Campus Irati, exercício 2021.",Publicado,26000,Ministério da Educação,26432,Instituto Federal do Paraná,CURITIBA,11/01/2021,,36000.0,COMPRA/SERVIÇOS,1
218,22021,158126,"INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE",7,Inexigibilidade de Licitação,23163000077202155,"Objeto: Fornecimento de água potável e serviços de saneamento básico para o Câmpus Gravataí, situado na rua Men de Sá, n 800,Bairro Bom Sucesso, Gravataí/RS, para o ano de 2021.",Publicado,26000,Ministério da Educação,26436,Instituto Federal Sul-rio-grandense,PELOTAS,14/01/2021,,14400.0,COMPRA/SERVIÇOS,1
219,22021,158137,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG",7,Inexigibilidade de Licitação,23343000090202196,Objeto: Prestação de serviço de abastecimento de água e coleta de esgoto para Reitoria do IFSULDEMINAS no exercício de 2021.,Publicado,26000,Ministério da Educação,26412,Instituto Federal do Sul de Minas Gerais,POUSO ALEGRE,19/01/2021,,21618.48,COMPRA/SERVIÇOS,1
220,22021,158145,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA",7,Inexigibilidade de Licitação,23278000020202169,Objeto: Pagamento de DAM refrente a renovação do TVL ( Termo de Viabilidade de Localização) - exercício 2021,Encerrado,26000,Ministério da Educação,26427,Instituto Federal da Bahia,SALVADOR,29/01/2021,,18.0,COMPRA/SERVIÇOS,1
221,22021,158150,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA",7,Inexigibilidade de Licitação,23228000071202186,"Objeto: Pagamento de Taxa e Anuidade, Referência 2021 - Associação Brasileira de Editores Científicos - ABEC BRASIL.",Encerrado,26000,Ministério da Educação,26426,Instituto Federal do Amapá,MACAPA,29/01/2021,,500.0,COMPRA/SERVIÇOS,1
222,22021,158151,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",7,Inexigibilidade de Licitação,23147000020202148,"Objeto: Pagamento das despesas referentes às taxas devidas aos Municípios de Vitória e Viana, conforme valores estimados e inclusos no Plano Anual de Contratações, PARA O EXERCÍCIO DE 2021.",Publicado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,VITORIA,15/01/2021,,14000.0,COMPRA/SERVIÇOS,1
223,22021,158399,INST. FED. DO PARANA/CAMPUS TELEMACO BORBA,7,Inexigibilidade de Licitação,23406000657201685,Objeto: Para o atendimento de despesas com serviços de publicação de atos oficiais para o campus Telêmaco Borba para o ano de 2021.,Publicado,26000,Ministério da Educação,26432,Instituto Federal do Paraná,TELEMACO BORBA,20/01/2021,,4800.0,COMPRA/SERVIÇOS,1
224,22021,158416,INST.FED. ESPIRITO SANTO/CAMPUS VITORIA,7,Inexigibilidade de Licitação,23148.000122/2021,Objeto: Contratação de serviços postais para atendimento às demandas do Campus Vitória para o exercício de 2021.,Publicado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,VITORIA,20/01/2021,,9000.0,COMPRA/SERVIÇOS,1
225,22021,158418,INST.FED. ESPIRITO SANTO/CAMPUS CACHOEIRO,7,Inexigibilidade de Licitação,23151000188202165,"Objeto: Serviços de 'Malote Diário' entre as unidades descentralizadas do IFES, serviços de entrega em âmbito nacional e internacional de encomendas SEDEX, serviçoS de postagem por carimbagem para cartas simples e registradas e postagem internacional para cartas simples, durante o exercício de 2021",Retificação,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,CACHOEIRO DE ITAPEMIRIM,28/01/2021,,20000.0,COMPRA/SERVIÇOS,1
226,22021,158421,INST.FED. ESPIRITO SANTO/CAMPUS CARIACICA,7,Inexigibilidade de Licitação,23152001698202085,"Objeto: Cesan, Inexigibilidade para atender às despesas de taxas de serviços do Ifes campus Cariacica",Encerrado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,CARIACICA,14/01/2021,,100.0,COMPRA/SERVIÇOS,1
227,22021,158423,INST.FED. ESPIRITO SANTO/CAMPUS SAO MATEUS,7,Inexigibilidade de Licitação,23157000145202153,Objeto: Contratação de serviços de correspondência nacional e internacional para atender as necessidades do Ifes Campus São Mateus no exercício de 2021.,Encerrado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,SAO MATEUS,22/01/2021,,2200.0,COMPRA/SERVIÇOS,1
228,22021,158425,INST.FED. ESPIRITO SANTO/CAMPUS ALEGRE,7,Inexigibilidade de Licitação,23149000102202162,"Objeto: Contratação da Empresa Brasileira de Correios e Telégrafos, no corrente exercício.",Publicado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,ALEGRE,27/01/2021,,24000.0,COMPRA/SERVIÇOS,1
229,22021,158426,INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA,7,Inexigibilidade de Licitação,2315600027202188,Objeto: Pagamento de  despesas com serviços de postagens correspondentes ao exercício 2021 em favor da EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS,Encerrado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,SANTA TERESA,18/01/2021,,5000.0,COMPRA/SERVIÇOS,1
230,22021,158428,INST.FED. ESPIRITO SANTO/CAMPUS IBATIBA,7,Inexigibilidade de Licitação,23184000049202134,"Objeto: Fornecimento de água ao campus Ibatiba, durante o exercício de 2021.",Encerrado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,IBATIBA,25/01/2021,,1800.0,COMPRA/SERVIÇOS,1
231,22021,158429,INST.FED. ESPIRITO SANTO/CAMPUS V.N. DO IMIGR,7,Inexigibilidade de Licitação,23186000021202111,Objeto: Inexigibilidade de licitação para o atendimento das despesas com serviços de abastecimento de água e tratamento de esgoto para o Ifes - Campus Venda Nova do Imigrante.,Publicado,26000,Ministério da Educação,26406,Instituto Federal do Espírito Santo,VENDA NOVA DO IMIGRANTE,22/01/2021,,40000.0,COMPRA/SERVIÇOS,1
232,22021,158499,INST.FED.SERTAO PERNAMBUCANO/CAMPUS PETROLINA,7,Inexigibilidade de Licitação,23300000033202022,Objeto: Contratação de empresa especializada no serviço de fornecimento de ÁGUA POTÁVEL para o exercício 2021,Publicado,26000,Ministério da Educação,26430,Instituto Federal do Sertão de Pernambuco,PETROLINA,20/01/2021,,95226.48,COMPRA/SERVIÇOS,1
233,22021,160004,59  BATALHAO DE INFANTARIA MOTORIZADO,7,Inexigibilidade de Licitação,64106007088202042,"Objeto: Contratação de Prestação de Serviço de coleta, transporte e distribuição de água potável no semiárido alagoano para o trimestre de janeiro, fevereiro e março de 2021.",Encerrado,52000,Ministério da Defesa,52121,Comando do Exército,MACEIO,28/01/2021,,30000.0,COMPRA/SERVIÇOS,1
234,22021,160050,HOSPITAL GERAL DE FORTALEZA,7,Inexigibilidade de Licitação,64579000156202161,Objeto: Credenciamentos de  Organização Civil de Saúde (OCS) e Profissionais de Saúde Autônomos (PSA) para prestação de serviços complementares de saúde aos beneficiários do Sistema de Saúde do Exército.,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,FORTALEZA,07/01/2021,,250000.0,COMPRA/SERVIÇOS,1
235,22021,160101,23 COMPANHIA DE ENGENHARIA DE COMBATE,7,Inexigibilidade de Licitação,64407000084202124,"Objeto: Credenciamento de Organizações Civis de Saúde e de Profissionais de Saúde Autônomo para prestação de serviços médico hospitalares, odontológicos e reabilitação, com a finalidade de atender as necessidades da 23ª Companhia de Engenharia de Combate.",Publicado,52000,Ministério da Defesa,52121,Comando do Exército,IPAMERI,26/01/2021,,150000.0,COMPRA/SERVIÇOS,1
236,22021,160113,4 BATALHAO DE ENGENHARIA DE COMBATE,7,Inexigibilidade de Licitação,64033007749202035,"Objeto: Credenciamento de ORGANIZAÇÕES CIVIS DE SAÚDE (OCS) E DE PROFISSIONAIS DE SAÚDE AUTÔNOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS MÉDICO-HOSPITALARES,ODONTOLÓGICOS E DE REABILITAÇÃO, conforme autorizado pelo art. 20 e seus incisos I e II, do Decreto Nr 92.512, de 2 de abril de 1.986;",Publicado,52000,Ministério da Defesa,52121,Comando do Exército,ITAJUBA,05/01/2021,,70018.68,COMPRA/SERVIÇOS,1
237,22021,160149,COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA,7,Inexigibilidade de Licitação,65326000646202011,Objeto: Serviço de Psicologia.,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,DOURADOS,28/01/2021,,60000.0,COMPRA/SERVIÇOS,1
238,22021,160183,72 BATALHAO DE INFANTARIA MOTORIZADO,7,Inexigibilidade de Licitação,64108011577202083,"Objeto: Prestação de Serviços Médicos, Hospitalares, Ambulatoriais, Odontológicos, Laboratoriais em Análises Clínicas, Anatomia Patológica, Fisioterápicos, Fonoaudiológicos e Terapêuticos aos beneficiários do Sistema de Assistência Médico-Hospitalar aos militares do Exército e seus dependentes (SAMMED), do Fundo de Saúde do Exército (FuSEx) e da Prestação de Assistência à Saúde Suplementar dos servidores civis do Exército Brasileiro (PASS).",Publicado,52000,Ministério da Defesa,52121,Comando do Exército,PETROLINA,14/01/2021,,3900000.0,COMPRA/SERVIÇOS,1
239,22021,160229,15º GRUPO DE ARTILHARIA DE CAMPANHA AP,7,Inexigibilidade de Licitação,64550000040202141,Objeto: Contratação de serviço para fornecimento de água e coleta de esgoto com concessionária de serviço público.,Encerrado,52000,Ministério da Defesa,52121,Comando do Exército,LAPA,06/01/2021,,8000.0,COMPRA/SERVIÇOS,1
240,22021,160378,16º ESQUADRAO DE CAVALARIA MECANIZADO,7,Inexigibilidade de Licitação,01,Objeto: Remessa de processo licitatório para retificação de autoridade superior em favor do 16º Esqd C Mec.,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,FRANCISCO BELTRAO,14/01/2021,,600000.0,COMPRA/SERVIÇOS,1
241,22021,160379,9 BATALHAO DE INFANTARIA MOTORIZADO,7,Inexigibilidade de Licitação,64090000450202156,Objeto: Contratação de publicidade legal,Encerrado,52000,Ministério da Defesa,52121,Comando do Exército,PELOTAS,19/01/2021,,2000.0,COMPRA/SERVIÇOS,1
242,22021,160391,CENTRO DE PREPARACAO OFICIAIS RESERVA/PA,7,Inexigibilidade de Licitação,64214003817202069,Objeto: Serviço de Publicação do Fundo de Imprensa Nacional (Agenciamento de publicidade legal)(EBC).,Encerrado,52000,Ministério da Defesa,52121,Comando do Exército,PORTO ALEGRE,27/01/2021,,3000.0,COMPRA/SERVIÇOS,1
243,22021,160420,19 GRUPO DE ARTILHARIA DE CAMPANHA,7,Inexigibilidade de Licitação,64554004453201940,Objeto: Prestação do serviço de Distribuição de Publicidade Legal para o 19  Grupo de Artilharia de Campanha.,Encerrado,52000,Ministério da Defesa,52121,Comando do Exército,SANTIAGO,28/01/2021,,588.0,COMPRA/SERVIÇOS,1
244,22021,160460,6 CIRCUNSCRICAO DE SERVICO MILITAR,7,Inexigibilidade de Licitação,64225000062202101,Objeto: Contratação de serviço de fornecimento de água e tratamento de esgoto para a 6ª Circunscrição de Serviço Militar.,Encerrado,52000,Ministério da Defesa,52121,Comando do Exército,BAURU,08/01/2021,,10000.0,COMPRA/SERVIÇOS,1
245,22021,160470,12 GRUPO DE ARTILHARIA DE CAMPANHA,7,Inexigibilidade de Licitação,64547013280202083,"Objeto: Credenciamento de OCS de forma complementar ao sistema SAMMED/FUSEX, para prestação de serviços de Dermatologista aos usuários.",Publicado,52000,Ministério da Defesa,52121,Comando do Exército,JUNDIAI,08/01/2021,,15000.0,COMPRA/SERVIÇOS,1
246,22021,160498,2º BATALHAO DE INFANTARIA LEVE,7,Inexigibilidade de Licitação,64084009869202071,Objeto: Prestação de serviços de exames laboratoriais.,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,SAO VICENTE,07/01/2021,,555000.0,COMPRA/SERVIÇOS,1
247,22021,160521,3ª BATERIA DE ARTILHARIA ANTIAEREA,7,Inexigibilidade de Licitação,64159.000169/2021,Objeto: Prestação de serviços de ginecologia.,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,TRES LAGOAS,28/01/2021,,40000.0,COMPRA/SERVIÇOS,1
248,22021,168003,INDUSTRIA DE MATERIAL BELICO DO BRASIL - GAB,7,Inexigibilidade de Licitação,000027/2021-IMBEL,"Objeto: Contratação da Secretaria de Estado de Transporte e Mobilidade do Distrito Federal - Semob, integrante da Administração Direta do Governo do Distrito Federal, para prestação de serviços de emissão e recargas de cartões do Sistema de Bilhetagem Automática do DF, visando à integração dos serviços de transportes coletivos do DF para o deslocamento dos empregados públicos da IMBEL - Sede.",Publicado,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,BRASILIA,27/01/2021,,108000.0,COMPRA/SERVIÇOS,1
249,22021,168004,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV,7,Inexigibilidade de Licitação,002/IMBEL/FPV2020,Objeto: Aquisição de Vale-transporte para funcionários da Fábrica Presidente Vargas.,Publicado,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,PIQUETE,12/01/2021,,398982.0,COMPRA/SERVIÇOS,1
250,22021,168007,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE,7,Inexigibilidade de Licitação,2021dl000002,Objeto: Serviços de fornecimento de vale transporte para os funcionários da IMBEL/FMCE.,Retificação,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,RIO DE JANEIRO,27/01/2021,,450000.0,COMPRA/SERVIÇOS,1
251,22021,170114,SUPERINTENDENCIA REG.ADM.DO ME-RIO DE JANEIRO,7,Inexigibilidade de Licitação,13041101814201944,"Objeto: Fornecimento de água e tratamento de esgoto para atender as Gerências nos municípios do Rio de Janeiro, Cantagalo, Duque de Caxias, Itaboraí, Itaguaí e Itaperuna.",Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,RIO DE JANEIRO,29/01/2021,,15152.37,COMPRA/SERVIÇOS,1
252,22021,170146,DELEGACIA DA RFB EM OSASCO,7,Inexigibilidade de Licitação,16175720023201303,"Objeto: Contratação da empresa Cia de Saneamento Básico do Estado de São Paulo - SABESP, CNPJ 43.776.517/0001-80, para prestação de serviços de fornecimento de água e coleta de esgoto para a Delegacia da Receita Federal do Brasil em Osasco - DRF/OSA, Agência da Receita Federal do Brasil em Taboão da Serra - ARF/TSR e Agência da Receita Federal do Brasil em Cotia - ARF/COT.",Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,OSASCO,27/01/2021,,67049.53,COMPRA/SERVIÇOS,1
253,22021,170157,DELEGACIA DA RFB EM CASCAVEL,7,Inexigibilidade de Licitação,10935721075202173,Objeto: Pagamento do licenciamento anual veicular da frota desta DRF/CVL e demais taxas que demandarem o exercício de 2021. DETRAN - PARANÁ.,Encerrado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,CASCAVEL,28/01/2021,,3500.0,COMPRA/SERVIÇOS,1
254,22021,170192,DELEGACIA DA RFB EM CUIABA,7,Inexigibilidade de Licitação,14108720216202053,"Objeto: Contratação de serviços de fornecimento de água canalizada e de coleta/tratamento de esgoto para os seguintes imóveis durante o exercício de 2021: ARF/Barra do Garças/MT, IRF/Cáceres/MT, ARF/Rondonópolis/MT, ARF/Sinop/MT, ARF/Tangará da Serra/MT e Depósito de Mercadorias/Veículos Apreendidos localizado em Várzea Grande/MT.",Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,CUIABA,21/01/2021,,23300.0,COMPRA/SERVIÇOS,1
255,22021,194018,COORDENACAO REG.BAIXO SAO FRANCISCO/BA,7,Inexigibilidade de Licitação,08774.000343/18-6,Objeto: Destinado a custear despesas com consumo de energia elétrica,Encerrado,30000,Ministério da Justiça e Segurança Pública,30202,Fundação Nacional do Índio,PAULO AFONSO,18/01/2021,,1560.0,COMPRA/SERVIÇOS,1
257,22021,200326,DEPEN - DIRETORIA EXECUTIVA,7,Inexigibilidade de Licitação,08016022909202011,"Objeto: Contratação de empresa especializada a fim de capacitar os servidores da Coordenação de Gestão de Pessoas- COGEP/DEPEN, ONE CURSOS - TREINAMENTO, DESENVOLVIMENTO E CAPACITAÇÃO LTDA, CNPJ 06.012.731/0001-33, para ministrar o curso 'Averbação de Tempo de Serviço e de Contribuição na Administração Pública - EAD' com objetivo de qualificar e atualizar 04 (quatro) servidores que atuam nessas atividades lotados na Coordenação de Gestão de Pessoas do DEPEN",Encerrado,30000,Ministério da Justiça e Segurança Pública,30907,Fundo Penitenciário Nacional,BRASILIA,27/01/2021,,6000.0,COMPRA/SERVIÇOS,1
258,22021,200340,ACADEMIA NACIONAL DE POLICIA,7,Inexigibilidade de Licitação,08204002888202092,Informação protegida por sigilo nos termos da legislação vigente,Encerrado,30000,Ministério da Justiça e Segurança Pública,30108,Departamento de Polícia Federal,BRASILIA,19/01/2021,,7508.5,COMPRA/SERVIÇOS,1
259,22021,200344,SUPERINTENDENCIA REGIONAL NO ESTADO DE SE,7,Inexigibilidade de Licitação,08520003680202016,Informação protegida por sigilo nos termos da legislação vigente,Publicado,30000,Ministério da Justiça e Segurança Pública,30108,Departamento de Polícia Federal,ARACAJU,25/01/2021,,159595.55,COMPRA/SERVIÇOS,1
260,22021,200354,SUPERINTENDENCIA REGIONAL NO ESTADO DO MS,7,Inexigibilidade de Licitação,08335.009720/2020,Informação protegida por sigilo nos termos da legislação vigente,Publicado,30000,Ministério da Justiça e Segurança Pública,30108,Departamento de Polícia Federal,CAMPO GRANDE,14/01/2021,,150000.0,COMPRA/SERVIÇOS,1
261,22021,250052,INSTITUTO NACIONAL DO CANCER - RJ,7,Inexigibilidade de Licitação,25410.010278/2020,"Objeto: Contratação de serviços postais convencionais na modalidade nacional e internacional, Carta, Cartão Postal, Correspondência Agrupada, Franqueamento Postal e Telegrama, Serviços Telemáticos, Serviços Internacionais, Transporte de Correspondência.",Publicado,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,RIO DE JANEIRO,07/01/2021,,150971.04,COMPRA/SERVIÇOS,1
262,22021,250104,HOSPITAL FEDERAL CARDOSO FONTES,7,Inexigibilidade de Licitação,33407007041202146,Objeto: CONSERTO DO APARELHO ARCO CIRÚRGICO (número de série: 12814).,Publicado,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,RIO DE JANEIRO,22/01/2021,,27035.22,COMPRA/SERVIÇOS,1
263,22021,253003,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,7,Inexigibilidade de Licitação,33910033577202046,Objeto: Participação de servidor no evento de capacitação  'Pós-Graduação em Liderança e Inovação' por INEXIGIBILIDADE DE LICITAÇÃO.,Retificação,36000,Ministério da Saúde,36213,Agência Nacional de Saúde Suplementar,RIO DE JANEIRO,15/01/2021,,9750.0,COMPRA/SERVIÇOS,1
264,22021,254422,INSTITUTO GONCALO MONIZ,7,Inexigibilidade de Licitação,25383000018202118,"Objeto: Pagamento DA PUBLICAÇÃO DO ARTIGO  ASSOCIATION BETWEEN NEUROFIBROMATOSIS TYPE 1 AND CEREBROVASC ULAR DISEASES IN CHILDREN: A SYSTEMATIC REVIEW  ACEITO PARA PUBLICAÇÃO NA REVISTA PLOS ONE, EDITORA: PLOS COM FATOR DE IMPACTO DE 2.7. ESTUDO TEM COMO AUTOR PRINCIPAL O PESQUISADOR DR.BRUNO ANDRADE.",Encerrado,36000,Ministério da Saúde,36201,Fundação Oswaldo Cruz,SALVADOR,21/01/2021,,9515.0,COMPRA/SERVIÇOS,1
